Street,Date_Issued
N/E C/O 14 STREET,1
N/E C/O 140TH ST,1
N/E C/O 143,1
N/E C/O 143 ST,2
N/E C/O 144 AVE,1
N/E C/O 145 AVE,2
N/E C/O 146,2
N/E C/O 146 ST,4
N/E C/O 147 ST,5
N/E C/O 148 AVE,1
N/E C/O 148 ST,4
N/E C/O 149 AVE,1
N/E C/O 149 RD,1
N/E C/O 149 ST,1
N/E C/O 149 STREET,1
N/E C/O 15 AVE,2
N/E C/O 150 ST,3
N/E C/O 151 AVE,2
N/E C/O 153,5
N/E C/O 153 AVE,1
N/E C/O 153 ST,29
N/E C/O 153 STREET,5
N/E C/O 154 ST,3
N/E C/O 155,1
N/E C/O 156 ST,1
N/E C/O 157 AVE,1
N/E C/O 157 ST,3
N/E C/O 158 PL,1
N/E C/O 158 STREET,1
N/E C/O 16 AVE,3
N/E C/O 160,1
N/E C/O 160 ST,3
N/E C/O 161 AVE,1
N/E C/O 161 ST,4
N/E C/O 161ST ST,1
N/E C/O 162 ST,4
N/E C/O 163 AVE,2
N/E C/O 163 ST,1
N/E C/O 164 ST,2
N/E C/O 165,1
N/E C/O 165 ST,1
N/E C/O 166 PLC,1
N/E C/O 167 ST,2
N/E C/O 168 ST,3
N/E C/O 169 ST,1
N/E C/O 16TH AVE,2
N/E C/O 17 AVE,7
N/E C/O 171 ST,2
N/E C/O 172 ST,2
N/E C/O 173 ST,3
N/E C/O 174 ST,1
N/E C/O 175 ST,1
N/E C/O 176 ST,1
N/E C/O 176TH ST,1
N/E C/O 18 AVE,7
N/E C/O 18 ST,1
N/E C/O 180 ST,2
N/E C/O 182 PL,3
N/E C/O 183,1
N/E C/O 184 ST,1
N/E C/O 188 ST,1
N/E C/O 19 AVE,3
N/E C/O 19 TH AVE,1
N/E C/O 190 ST,1
N/E C/O 193 LA,0
N/E C/O 198 ST,1
N/E C/O 1ST AVE,2
N/E C/O 2 AVE,2
N/E C/O 20 AVE,10
N/E C/O 20 AVENUE,1
N/E C/O 202 ST,2
N/E C/O 202 ST/45 RD,1
N/E C/O 203 ST,1
N/E C/O 204 ST,1
N/E C/O 207 ST,1
N/E C/O 208 ST,1
N/E C/O 20TH AVE,1
N/E C/O 21 AVE,9
N/E C/O 21 DRIVE,2
N/E C/O 21 LANE,1
N/E C/O 21 ST,1
N/E C/O 210 ST,1
N/E C/O 2102,2
N/E C/O 212 PL,2
N/E C/O 212 ST,2
N/E C/O 213 ST,6
N/E C/O 214,1
N/E C/O 214 ST,1
N/E C/O 215 ST,1
N/E C/O 216 ST,1
N/E C/O 217 ST,4
N/E C/O 218,1
N/E C/O 218 ST,8
N/E C/O 219 ST,3
N/E C/O 21ST AVE,1
N/E C/O 220 PL,1
N/E C/O 220 ST,3
N/E C/O 220 STREET,1
N/E C/O 221 PL,1
N/E C/O 224 ST,4
N/E C/O 225 ST,1
N/E C/O 226 ST,1
N/E C/O 227 ST,2
N/E C/O 229 ST,1
N/E C/O 23 AVE,2
N/E C/O 230,2
N/E C/O 230 ST,1
N/E C/O 233 ST,3
N/E C/O 234 ST,1
N/E C/O 24 AVE,3
N/E C/O 244 ST,1
N/E C/O 247 ST,1
N/E C/O 259 ST,4
N/E C/O 26 AVE,1
N/E C/O 26 ST,1
N/E C/O 261 ST,1
N/E C/O 265 ST,2
N/E C/O 266 ST,1
N/E C/O 268 ST,10
N/E C/O 269 ST,1
N/E C/O 27 AVE,1
N/E C/O 271 ST,4
N/E C/O 2ND AVE,1
N/E C/O 3 AVE,8
N/E C/O 3 AVE 6ST,1
N/E C/O 3 RD AVE,2
N/E C/O 31,2
N/E C/O 31 AVE,1
N/E C/O 31 ST,2
N/E C/O 32 AVE,7
N/E C/O 32 ST,1
N/E C/O 33,1
N/E C/O 33 ST,1
N/E C/O 34 AVE,1
N/E C/O 35 AVE,3
N/E C/O 35 ST,1
N/E C/O 36 AVE,2
N/E C/O 37 AVE,3
N/E C/O 37 AVE 10FT,1
N/E C/O 38 AV,2
N/E C/O 39 AVE,2
N/E C/O 3RD,1
N/E C/O 3RD AVE,51
N/E C/O 3TH AVE,2
N/E C/O 4 ST,2
N/E C/O 40 ST,2
N/E C/O 41,1
N/E C/O 41 AVE,2
N/E C/O 41 ST,5
N/E C/O 41A VE,1
N/E C/O 42 AVE,1
N/E C/O 42 ST,5
N/E C/O 43 AV,1
N/E C/O 43 AVE,4
N/E C/O 43 ST,3
N/E C/O 44,1
N/E C/O 44 ST,5
N/E C/O 45 AVE,2
N/E C/O 45 ST,2
N/E C/O 45TH,1
N/E C/O 46 AVE,9
N/E C/O 46 RD,1
N/E C/O 46 ST,3
N/E C/O 47 ST,6
N/E C/O 48,2
N/E C/O 48 AVE,2
N/E C/O 48 SRT,1
N/E C/O 48 ST,3
N/E C/O 48ST AND,1
N/E C/O 49 AVE,3
N/E C/O 5 AVE,2
N/E C/O 5 ST,2
N/E C/O 50,1
N/E C/O 50 AVE,3
N/E C/O 50 ST,1
N/E C/O 50 STREET,1
N/E C/O 50TH,2
N/E C/O 52 ST,3
N/E C/O 52 STREET,2
N/E C/O 52ND ST,1
N/E C/O 52ST,1
N/E C/O 53 AVE,1
N/E C/O 53 ST,2
N/E C/O 53ST,1
N/E C/O 54 ST,2
N/E C/O 559 BROADWAY,1
N/E C/O 56 ST,1
N/E C/O 57 AVE,1
N/E C/O 57 AVE1,1
N/E C/O 58 RD,2
N/E C/O 58 ST,1
N/E C/O 59 ST,3
N/E C/O 597 FLATBUSH,1
N/E C/O 59TH ST,1
N/E C/O 5ST,1
N/E C/O 5TH ST,1
N/E C/O 6 AVE,2
N/E C/O 60 AVE,1
N/E C/O 60 ST,1
N/E C/O 61 AVE,1
N/E C/O 61 ST,1
N/E C/O 62 ST,5
N/E C/O 62 ST 0 FEET,2
N/E C/O 62ND,2
N/E C/O 62ND ST,1
N/E C/O 65 AVE,1
N/E C/O 65 ST,1
N/E C/O 66 AVE,1
N/E C/O 67 AVE,2
N/E C/O 67 AVENUE,1
N/E C/O 67 RD,1
N/E C/O 67 ST,3
N/E C/O 68 AVENUE,1
N/E C/O 68 ST,3
N/E C/O 68 STREET,1
N/E C/O 69 DOUGLASTO,1
N/E C/O 69 ST,2
N/E C/O 6TH STREET,2
N/E C/O 7 AVE,5
N/E C/O 70 AVE,1
N/E C/O 70 ST,1
N/E C/O 70 ST 10 FT,0
N/E C/O 70 ST 5 FT,0
N/E C/O 71 AVE,1
N/E C/O 71RD,1
N/E C/O 71ST,1
N/E C/O 73 STREET,1
N/E C/O 73AV,0
N/E C/O 73RD,1
N/E C/O 75PL,1
N/E C/O 76 AVE,23
N/E C/O 76 RD,1
N/E C/O 76 ST,4
N/E C/O 76AVE,1
N/E C/O 77 AVE,14
N/E C/O 77 RD,1
N/E C/O 77 ST,4
N/E C/O 77AVE,1
N/E C/O 78 AVE,2
N/E C/O 78 ST,4
N/E C/O 79 ST,6
N/E C/O 7TH AVE,2
N/E C/O 7YJ AVE,1
N/E C/O 8 AVE,6
N/E C/O 8 ST,2
N/E C/O 80,1
N/E C/O 80 AVE,1
N/E C/O 80 ST,4
N/E C/O 81 ST,8
N/E C/O 81ST,1
N/E C/O 82 ST,1
N/E C/O 83 AVE,1
N/E C/O 83RD ST,1
N/E C/O 83TH ST,1
N/E C/O 84 ST,3
N/E C/O 84TH ST,1
N/E C/O 85 AVE,1
N/E C/O 85 ST,2
N/E C/O 85RD W 87 ST,1
N/E C/O 85TH ST,1
N/E C/O 86 AVE,4
N/E C/O 86 RD,1
N/E C/O 86 ST,6
N/E C/O 87 ST,1
N/E C/O 88 AVE,4
N/E C/O 89 AVE,4
N/E C/O 89TH AVE,2
N/E C/O 8TH,1
N/E C/O 8TH AVE,3
N/E C/O 9 AVE,6
N/E C/O 90 AVE,1
N/E C/O 90 AVENUE,2
N/E C/O 90 ST,2
N/E C/O 91 AVE,10
N/E C/O 91 ST,4
N/E C/O 91 ST 32 AVE,1
N/E C/O 92 AVE,2
N/E C/O 92 ST,3
N/E C/O 92ND ST,1
N/E C/O 93 AVE,0
N/E C/O 93 ST,1
N/E C/O 93ND,1
N/E C/O 94 AVE,4
N/E C/O 95,1
N/E C/O 95 AVE,1
N/E C/O 95 ST,3
N/E C/O 96 ST,1
N/E C/O 96TH STREET,2
N/E C/O 97 AVE,1
N/E C/O 97 ST,1
N/E C/O 97ST,1
N/E C/O 98 AVE,2
N/E C/O 98 ST,6
N/E C/O 99ST,1
N/E C/O 9TH AV,2
N/E C/O 9TH AVE,2
N/E C/O ACADEMY,1
N/E C/O ADAMS,2
N/E C/O ADEE,1
N/E C/O AINSLIE ST,1
N/E C/O ALABAMA AVE,1
N/E C/O ALBANY,2
N/E C/O ALBANY AVE,3
N/E C/O ALMEDA,1
N/E C/O ALMSTEAD AVE,1
N/E C/O AMERSFORT PL,1
N/E C/O ANNADALE RD,2
N/E C/O ANTHONY AVE,2
N/E C/O ARCHER,5
N/E C/O ARCHER AVE,15
N/E C/O ARCHER ST,1
N/E C/O ARDEN AVE,1
N/E C/O ARGILE RD,2
N/E C/O ARGYLE RD,1
N/E C/O ARTHER AVE,1
N/E C/O ARTHUR,1
N/E C/O ARTHUR AVE,3
N/E C/O ASHFORD ST,1
N/E C/O ASHLAND,1
N/E C/O ASTON,1
N/E C/O ASTOR,2
N/E C/O ASTOR AVE,5
N/E C/O ASTORIA BLVD,1
N/E C/O ATL AVE,1
N/E C/O ATLANIC AVE,1
N/E C/O ATLANTIC,8
N/E C/O ATLANTIC AVE,25
N/E C/O AUDUBON,1
N/E C/O AUTUMN,10
N/E C/O AUTUMN AVE,1
N/E C/O AVE,1
N/E C/O AVE D,1
N/E C/O AVE F,1
N/E C/O AVE G,1
N/E C/O AVE H,2
N/E C/O AVE I,3
N/E C/O AVE J,14
N/E C/O AVE J 20FEET,1
N/E C/O AVE K,4
N/E C/O AVE L,6
N/E C/O AVE M,2
N/E C/O AVE N,5
N/E C/O AVE O,1
N/E C/O AVE P,2
N/E C/O AVE S,1
N/E C/O AVE U,1
N/E C/O AVE V,2
N/E C/O AVE V E 21 S,1
N/E C/O AVE W,1
N/E C/O AVE X,2
N/E C/O B 108 ST,1
N/E C/O B 118 ST,1
N/E C/O B 122 ST,2
N/E C/O B 22 ST,1
N/E C/O B 38 ST,1
N/E C/O B 73 ST,2
N/E C/O B 84 ST,1
N/E C/O B 99,1
N/E C/O BAILEY,4
N/E C/O BAINBRIDGE A,1
N/E C/O BAISLEY BLVD,5
N/E C/O BALCOM AVE,1
N/E C/O BALLEY AVE,1
N/E C/O BARBER,1
N/E C/O BARCLAY,1
N/E C/O BARCLAY AVE,1
N/E C/O BARNES,1
N/E C/O BARNES AVE,2
N/E C/O BARNES ST,1
N/E C/O BARUCH DR,1
N/E C/O BATH AVE,1
N/E C/O BATHGATE AVE,2
N/E C/O BATHGATE PK,1
N/E C/O BATTERY,1
N/E C/O BAY,1
N/E C/O BAY 16 ST,1
N/E C/O BAY 19TH,1
N/E C/O BAY 2,1
N/E C/O BAY 22 ST,1
N/E C/O BAY 26 ST,3
N/E C/O BAY 28 ST,1
N/E C/O BAY 29 ST,2
N/E C/O BAY 56 ST,1
N/E C/O BAY AVE,2
N/E C/O BAY PK,1
N/E C/O BAY PKWY,10
N/E C/O BAY PKY,2
N/E C/O BAY RIDGE PK,1
N/E C/O BAYARD ST,1
N/E C/O BAYCHESTER A,2
N/E C/O BAYONE,1
N/E C/O BAYRIDGE AVE,1
N/E C/O BAYRIDGE PK,1
N/E C/O BCP,1
N/E C/O BEACH 77 STR,1
N/E C/O BEACH AVE,2
N/E C/O BEDERDAVE,1
N/E C/O BEDFORD,1
N/E C/O BEDFORD AVE,7
N/E C/O BEDFORD BLVD,1
N/E C/O BEECH,2
N/E C/O BELMONT AVE,2
N/E C/O BENSON,2
N/E C/O BENSON AVE,5
N/E C/O BERGAN AVE,1
N/E C/O BERGEN,1
N/E C/O BERGEN ST,1
N/E C/O BERKELEY PLC,1
N/E C/O BERRY ST,1
N/E C/O BEVERLEY RD,1
N/E C/O BEVERLY RD,2
N/E C/O BILLIOU ST,1
N/E C/O BKLYN AVE,13
N/E C/O BLAKE AVE,2
N/E C/O BLOOMINGDALE,1
N/E C/O BLOSSOM AVE,1
N/E C/O BOGART,1
N/E C/O BOGART ST,2
N/E C/O BOLTON ST,1
N/E C/O BOND,1
N/E C/O BOND ST,1
N/E C/O BOSTON RD,2
N/E C/O BOWEN ST,1
N/E C/O BOWNE,1
N/E C/O BOWNE S,1
N/E C/O BOWNE ST,3
N/E C/O BOYLAND ST,1
N/E C/O BRADDOCK,1
N/E C/O BREVOORT,1
N/E C/O BRIDGE ST,1
N/E C/O BRIGHTON 1 P,1
N/E C/O BRIGHTON 68,1
N/E C/O BRIGHTON 7 S,1
N/E C/O BRISBINE,1
N/E C/O BROADWAY,6
N/E C/O BRONX BLVD,2
N/E C/O BRONX PARK E,3
N/E C/O BRONX PK EAS,2
N/E C/O BRONX PK SOU,1
N/E C/O BROOK AVE,2
N/E C/O BROOKLYN,2
N/E C/O BROOKLYN AVE,7
N/E C/O BROOME ST,2
N/E C/O BROWN,1
N/E C/O BROWN ST,1
N/E C/O BRUCKNER BLV,1
N/E C/O BRYANT,2
N/E C/O BUFFALO AVE,2
N/E C/O BUFFULO AVE,1
N/E C/O BULNER PL,1
N/E C/O BULWER PL,1
N/E C/O BURKE AVE,1
N/E C/O BURLING ST,1
N/E C/O BUSSING AVE,1
N/E C/O BWAY,3
N/E C/O BX PK EAST,4
N/E C/O BX PK SO,1
N/E C/O CALHOUN AVE,1
N/E C/O CALLOWAY ST,6
N/E C/O CAMERON CT,1
N/E C/O CAMPUS PLACE,1
N/E C/O CANARSIE RD,1
N/E C/O CAPUCHIN WAY,1
N/E C/O CAREN ST/NEW,1
N/E C/O CARLTON,1
N/E C/O CARPENTER,2
N/E C/O CARROL ST,1
N/E C/O CARROLL ST,6
N/E C/O CASLER PL,2
N/E C/O CASTLE HILL,14
N/E C/O CATHERINE SL,1
N/E C/O CATON,0
N/E C/O CATON AVE,3
N/E C/O CAULDWEL AVE,1
N/E C/O CENTER BLVD,2
N/E C/O CENTRAL,1
N/E C/O CENTRAL AVE,2
N/E C/O CHATTERTON A,1
N/E C/O CHAUNEY ST,3
N/E C/O CHERRY ST,4
N/E C/O CHERY ST,1
N/E C/O CHESTER,1
N/E C/O CHRYSTE ST,1
N/E C/O CHRYSTIE,2
N/E C/O CHRYSTIE ST,1
N/E C/O CHURCH AVE,2
N/E C/O CLARA ST,1
N/E C/O CLARKSON AVE,1
N/E C/O CLASSON AVE,1
N/E C/O CLAY STR,1
N/E C/O CLERMONT ST,1
N/E C/O CLEVELAND ST,1
N/E C/O CLINTON,1
N/E C/O CLINTON AVE,1
N/E C/O CLINTON ST,3
N/E C/O CLINTONVILLE,1
N/E C/O CLOVERDALE,5
N/E C/O CLOVERDALE B,6
N/E C/O CLOVERDALE R,2
N/E C/O CLYDE STREET,1
N/E C/O COLDEN ST,1
N/E C/O COLGATE AVE,2
N/E C/O COLLEGE PL,1
N/E C/O COLLEGE PT B,1
N/E C/O COLUMBIA ST,5
N/E C/O CONCORD,1
N/E C/O CONDUIT,1
N/E C/O CONEY ISLAND,1
N/E C/O CONKLIN AVE,1
N/E C/O CORRELL AVE,1
N/E C/O CORTEYOU RD,1
N/E C/O CORTLAND ST,1
N/E C/O COURTLANDT A,1
N/E C/O COURTLANDT S,1
N/E C/O CPW,3
N/E C/O CRAFT AVE,4
N/E C/O CREEK BLVD,1
N/E C/O CRESCENT,1
N/E C/O CRESCENT AVE,2
N/E C/O CRESTON AV,1
N/E C/O CRESTON AVE,2
N/E C/O CROES,1
N/E C/O CROES AVE,1
N/E C/O CROOKE AVE,5
N/E C/O CROPSEY,1
N/E C/O CROPSEY AVE,1
N/E C/O CROSS BAY,1
N/E C/O CROSS BAY BL,2
N/E C/O CROSS BRONX,1
N/E C/O CROSSFIELD A,1
N/E C/O CROTONA PK N,1
N/E C/O CROTONA PKWY,1
N/E C/O CROWN ST,5
N/E C/O CRUGER AVE,2
N/E C/O CXBX,1
N/E C/O DAHILL,0
N/E C/O DAHILL RD,1
N/E C/O DAVENPORT AV,1
N/E C/O DEAN ST,2
N/E C/O DECATOR ST,1
N/E C/O DECATUR AVE,1
N/E C/O DECK AVE,1
N/E C/O DEGRAW ST,1
N/E C/O DEKALB AVE,1
N/E C/O DEKALV AVE,1
N/E C/O DELANCEY,1
N/E C/O DELANCEY ST,2
N/E C/O DELEVAN ST,2
N/E C/O DELL ST,1
N/E C/O DELMAN LOOP,1
N/E C/O DITMAS,1
N/E C/O DITMAS AVE,2
N/E C/O DIVISION PL,1
N/E C/O DORCHESTER R,5
N/E C/O DOSCHER,1
N/E C/O DREW ST,1
N/E C/O DRIGGS AVE,1
N/E C/O DRUMGOOLE RD,1
N/E C/O DUMONT,2
N/E C/O DUMONT ST,1
N/E C/O E 100 ST,1
N/E C/O E 102 ST,2
N/E C/O E 104 ST,1
N/E C/O E 105 ST,1
N/E C/O E 108TH ST,1
N/E C/O E 110,2
N/E C/O E 110 ST,1
N/E C/O E 111 ST,1
N/E C/O E 112 ST,1
N/E C/O E 115 ST,2
N/E C/O E 117 ST,1
N/E C/O E 119 ST,1
N/E C/O E 12 ST,1
N/E C/O E 120 ST,2
N/E C/O E 120TH ST,1
N/E C/O E 122 ST,3
N/E C/O E 124,4
N/E C/O E 125,1
N/E C/O E 125 ST,3
N/E C/O E 126,1
N/E C/O E 128 ST,1
N/E C/O E 1297 ST,1
N/E C/O E 131,1
N/E C/O E 132 ST,2
N/E C/O E 134,2
N/E C/O E 134 ST,4
N/E C/O E 134TH ST,1
N/E C/O E 135 STREET,1
N/E C/O E 138TH ST,1
N/E C/O E 14 ST,1
N/E C/O E 141 ST,2
N/E C/O E 149 ST,2
N/E C/O E 15 ST,3
N/E C/O E 150TH ST,1
N/E C/O E 158,1
N/E C/O E 158 ST,1
N/E C/O E 16,1
N/E C/O E 160,1
N/E C/O E 161,1
N/E C/O E 162 ST,1
N/E C/O E 164 ST,2
N/E C/O E 167,2
N/E C/O E 169 ST,1
N/E C/O E 169 ST 100,1
N/E C/O E 170 ST,1
N/E C/O E 171 ST,2
N/E C/O E 172,1
N/E C/O E 173 RD ST,1
N/E C/O E 173 ST,1
N/E C/O E 173RD,2
N/E C/O E 174,1
N/E C/O E 174 ST,1
N/E C/O E 178 TH ST,1
N/E C/O E 17TH STREE,1
N/E C/O E 18 DELANCE,1
N/E C/O E 18 ST,7
N/E C/O E 181,1
N/E C/O E 181 ST,2
N/E C/O E 182,1
N/E C/O E 185 ST,0
N/E C/O E 19,2
N/E C/O E 19 ST,5
N/E C/O E 193,1
N/E C/O E 197,1
N/E C/O E 197 ST,2
N/E C/O E 198,2
N/E C/O E 199,1
N/E C/O E 199 ST,4
N/E C/O E 1ST,1
N/E C/O E 2 ST,1
N/E C/O E 20 ST,1
N/E C/O E 201 ST,1
N/E C/O E 205TH,3
N/E C/O E 205TH ST,2
N/E C/O E 209 ST,3
N/E C/O E 21 ST,2
N/E C/O E 211 ST,5
N/E C/O E 211TH ST,2
N/E C/O E 213 ST,2
N/E C/O E 218 ST,1
N/E C/O E 219,1
N/E C/O E 219 ST,1
N/E C/O E 219TH ST,1
N/E C/O E 22,2
N/E C/O E 221ST,2
N/E C/O E 222 ST,1
N/E C/O E 226,1
N/E C/O E 228,2
N/E C/O E 228TH ST,1
N/E C/O E 23,1
N/E C/O E 23 ST,2
N/E C/O E 231,2
N/E C/O E 232ND,2
N/E C/O E 233 ST,1
N/E C/O E 234 ST,2
N/E C/O E 235 ST,2
N/E C/O E 237TH ST,1
N/E C/O E 240 ST,1
N/E C/O E 241 ST,2
N/E C/O E 242 ST,1
N/E C/O E 25,1
N/E C/O E 26TH ST,1
N/E C/O E 27 ST,1
N/E C/O E 28TH ST,1
N/E C/O E 29 ST,1
N/E C/O E 2ND ST,1
N/E C/O E 3,1
N/E C/O E 31,1
N/E C/O E 31 ST,1
N/E C/O E 32,2
N/E C/O E 32 ST,3
N/E C/O E 34 ST,3
N/E C/O E 34TH ST,1
N/E C/O E 35 ST,3
N/E C/O E 35TH ST,2
N/E C/O E 37,1
N/E C/O E 37 ST,1
N/E C/O E 38,2
N/E C/O E 4,1
N/E C/O E 40 ST,1
N/E C/O E 41,1
N/E C/O E 41 ST,3
N/E C/O E 42 ST,1
N/E C/O E 43 ST,4
N/E C/O E 43 ST 10FT,1
N/E C/O E 43 ST 150F,1
N/E C/O E 44,1
N/E C/O E 44 ST,1
N/E C/O E 45 ST,3
N/E C/O E 46,2
N/E C/O E 46 ST,1
N/E C/O E 48,1
N/E C/O E 48 ST,4
N/E C/O E 48TH AVE,1
N/E C/O E 50 ST,3
N/E C/O E 50TH ST,1
N/E C/O E 51,4
N/E C/O E 51 ST,3
N/E C/O E 52,1
N/E C/O E 52 ST,1
N/E C/O E 53,2
N/E C/O E 53 ST,7
N/E C/O E 54 ST,1
N/E C/O E 55,1
N/E C/O E 55 ST,1
N/E C/O E 57,1
N/E C/O E 58 ST,2
N/E C/O E 59,1
N/E C/O E 63RD ST,1
N/E C/O E 64 ST,1
N/E C/O E 67 ST,2
N/E C/O E 68 ST,2
N/E C/O E 68TH ST,1
N/E C/O E 69 ST,5
N/E C/O E 7 ST,1
N/E C/O E 70,2
N/E C/O E 70 ST,5
N/E C/O E 71,1
N/E C/O E 71 ST,1
N/E C/O E 72 ST,1
N/E C/O E 74 ST,3
N/E C/O E 76,1
N/E C/O E 76 ST,1
N/E C/O E 76TH ST,1
N/E C/O E 78 ST,1
N/E C/O E 8 ST,1
N/E C/O E 80,2
N/E C/O E 80 ST,1
N/E C/O E 81 STREET,1
N/E C/O E 83 ST,1
N/E C/O E 84,1
N/E C/O E 84 ST,5
N/E C/O E 84 STREET,1
N/E C/O E 88 ST,3
N/E C/O E 89,3
N/E C/O E 89 ST,2
N/E C/O E 89S T,1
N/E C/O E 9,1
N/E C/O E 90,1
N/E C/O E 90 ST,3
N/E C/O E 91 ST,1
N/E C/O E 92,1
N/E C/O E 92 ST,1
N/E C/O E 93,1
N/E C/O E 93 ST,3
N/E C/O E 94 ST,1
N/E C/O E 95,3
N/E C/O E 95 ST,3
N/E C/O E 96,1
N/E C/O E 96 ST,3
N/E C/O E 98 ST,1
N/E C/O E BEDFORD PK,3
N/E C/O E BEFORD PK,1
N/E C/O E FORDHAM RD,1
N/E C/O E GUNHILL  R,1
N/E C/O E GUNHILL RD,5
N/E C/O E HAMPTON,0
N/E C/O E KINGSBRIDG,1
N/E C/O E MOSHOLU PK,4
N/E C/O E MOSHULO PK,3
N/E C/O E PWY,2
N/E C/O E PWY E,2
N/E C/O E TREMONT,1
N/E C/O E.161 ST,1
N/E C/O E.19 ST,2
N/E C/O E.196 ST,1
N/E C/O E.226 ST,1
N/E C/O E.233RD,2
N/E C/O E/B DELANCEY,1
N/E C/O E/O DYCKMAN,1
N/E C/O E207 PERRY A,1
N/E C/O E211 ST,2
N/E C/O EAST 13,1
N/E C/O EAST 131,1
N/E C/O EAST 18 ST,1
N/E C/O EAST 211 ST,1
N/E C/O EAST 213 ST,1
N/E C/O EAST 240 ST,1
N/E C/O EAST 28 ST,1
N/E C/O EAST 5,2
N/E C/O EAST NEW YOR,1
N/E C/O EASTERN PARK,1
N/E C/O EDENWALD AVE,1
N/E C/O EDGECOMB AVE,1
N/E C/O EDGECOMBE AV,3
N/E C/O EDMORE AVE,2
N/E C/O EFFINGHAM,2
N/E C/O ELDER AVE,5
N/E C/O ELDER AVENUE,1
N/E C/O ELDERT LA,1
N/E C/O ELIZABETH ST,3
N/E C/O ELMAA LOOP,1
N/E C/O ELTON,1
N/E C/O ELTON AVE,3
N/E C/O EMERALD ST,1
N/E C/O EMPIRE BLVD,3
N/E C/O ERSKINE RD,1
N/E C/O ESSEX ST,1
N/E C/O ETTINGHAM,1
N/E C/O EUCLID AVE,2
N/E C/O EVELYN,1
N/E C/O EVELYN PL,1
N/E C/O EVERGREEN,1
N/E C/O EVERGREEN AV,2
N/E C/O FARMERS BLVD,1
N/E C/O FARRAGUR RD,1
N/E C/O FARRAGUT RD,3
N/E C/O FDR  DRIVE,1
N/E C/O FDR DRIVE,1
N/E C/O FLATBUSH AVE,2
N/E C/O FLATLANDS,1
N/E C/O FLATLANDS AV,4
N/E C/O FLB,2
N/E C/O FLUSHING AVE,1
N/E C/O FOAM PL,1
N/E C/O FOOL CREEK B,1
N/E C/O FORD,1
N/E C/O FOREST PKWY,1
N/E C/O FORSYTH ST,2
N/E C/O FORT HAMILTO,1
N/E C/O FOSTER AVE,8
N/E C/O FOUNTAIN,1
N/E C/O FOUNTAIN AVE,1
N/E C/O FRANKLIN PL,1
N/E C/O FRENCIS LEWI,1
N/E C/O FRESH MEADOW,0
N/E C/O FRONT ST,1
N/E C/O FROST ST,1
N/E C/O FT HAMILTON,1
N/E C/O FTELEY,1
N/E C/O FULTON,1
N/E C/O FULTON AVE,1
N/E C/O FULTON ST,3
N/E C/O FUTON,0
N/E C/O GAN,1
N/E C/O GEORGIA,1
N/E C/O GERARD AV,1
N/E C/O GIVAN AVE,5
N/E C/O GLEASON,2
N/E C/O GLEASON AV,1
N/E C/O GLENWOOD,1
N/E C/O GLENWOOD AVE,2
N/E C/O GLENWOOD RD,2
N/E C/O GOUVERNEUR L,3
N/E C/O GR BREWER BL,1
N/E C/O GRACE AVE,1
N/E C/O GRAND AVE,1
N/E C/O GRAND CONCOU,2
N/E C/O GRAND ST,3
N/E C/O GRANT,1
N/E C/O GRANT AVE,3
N/E C/O GREEN VALLEY,1
N/E C/O GREENE,2
N/E C/O GREENE AVE,1
N/E C/O GREENE ST,1
N/E C/O GREENWICH ST,1
N/E C/O GUARRY RD,2
N/E C/O GUERLAIN ST,2
N/E C/O GUNTHER,1
N/E C/O HALE AVE,1
N/E C/O HALSEY ST,2
N/E C/O HAMILTON,2
N/E C/O HAMILTON AVE,3
N/E C/O HARDING EXPW,2
N/E C/O HARRISON AVE,1
N/E C/O HART,1
N/E C/O HART ST,2
N/E C/O HARWAY,1
N/E C/O HAVEMEYER AV,2
N/E C/O HEALY AVE,1
N/E C/O HEMPSTEAD AV,1
N/E C/O HEMSTEAD,1
N/E C/O HENDRICKSON,3
N/E C/O HENDRIX,2
N/E C/O HENRY,1
N/E C/O HENRY ST,2
N/E C/O HERING AVE,1
N/E C/O HEWES,9
N/E C/O HEWES ST,1
N/E C/O HEWLETT ST,1
N/E C/O HIGHALND PL,1
N/E C/O HIGHLAND PL,2
N/E C/O HILL AVENUE,1
N/E C/O HILLSIDE AV,1
N/E C/O HIMROD ST,1
N/E C/O HINSDALE ST,1
N/E C/O HOE AVE,1
N/E C/O HOME AVE,1
N/E C/O HOME ST,0
N/E C/O HOOK CREEK B,6
N/E C/O HOOKCREEK BL,7
N/E C/O HOPKINS STRE,3
N/E C/O HORATIO ST,1
N/E C/O HORNELL LOOP,1
N/E C/O HOWARD,2
N/E C/O HOWARD AV,2
N/E C/O HUDSON MANOR,1
N/E C/O HUGHES,1
N/E C/O HUGHES AVE,2
N/E C/O HUGUENOT AV,1
N/E C/O HUGUENOT AVE,3
N/E C/O HUMBOLD,1
N/E C/O HUNTINGTON,1
N/E C/O IRWIN AVE,1
N/E C/O JACKSON AVE,1
N/E C/O JACKSON PL,1
N/E C/O JACKSON ST,1
N/E C/O JAMAICA,2
N/E C/O JAMAICA AVE,2
N/E C/O JEFFERSON ST,2
N/E C/O JENNINGS ST,1
N/E C/O JUMEL PL,1
N/E C/O KEAP,2
N/E C/O KENILWORTH D,1
N/E C/O KENT,1
N/E C/O KENT AVE,9
N/E C/O KENT AVENUE,1
N/E C/O KENT ST,4
N/E C/O KINGS HWY,1
